model,iteration_id,strategy,global_mse,global_r2,var_mse_across_horizons,batch_size,dropout,epochs,learning_rate,num_layers,patience,recurrent_dropout,units,is_best,colsample_bytree,max_depth,n_estimators,subsample,min_samples_leaf
GRU,1,random,0.0870541236039187,0.2834914853054411,0.0001472280824168,48.0,0.1079146855055481,3.0,0.0022297217157477,2.0,3.0,0.0122920571808584,84.0,False,,,,,
GRU,2,random,0.0762660908860324,0.3722835721035104,0.0001281084822386,168.0,0.2917986243935994,24.0,0.0016036685991738,2.0,8.0,0.1630874974396268,81.0,False,,,,,
GRU,3,random,0.0806249883670308,0.3364071881883043,0.0001862504201681,204.0,0.3429617106350278,30.0,0.0018837355453819,1.0,7.0,0.0100756725916393,70.0,False,,,,,
GRU,4,random,0.1473730028704356,-0.2129696678494779,1.911567862813964e-05,153.0,0.1198847562149539,18.0,0.0001526094648129,1.0,2.0,0.1268061663592975,30.0,False,,,,,
GRU,5,random,0.0746064968062002,0.3859430432452426,0.0001972204848425,203.0,0.2588758046297,17.0,0.0028106885617398,3.0,5.0,0.1846155334443761,16.0,True,,,,,
GRU,6,bayes,0.0928705400556344,0.2356188316029553,0.0002465405809799,32.0,0.0,3.0,0.003,1.0,8.0,0.3,96.0,False,,,,,
GRU,7,bayes,0.1289623740354874,-0.0614389674642792,0.0003227838195744,256.0,0.0,40.0,0.00193413612992,3.0,8.0,0.3,96.0,False,,,,,
GRU,8,bayes,0.0793651846168209,0.3467761411626229,9.623219574062794e-05,206.0,0.4,6.0,0.0019328452131224,3.0,8.0,0.2068871250434376,66.0,False,,,,,
GRU,9,bayes,0.0876211693033183,0.2788243534681333,0.0001654599625483,129.0,0.4,40.0,0.003,1.0,2.0,0.0,19.0,False,,,,,
GRU,10,bayes,0.1137734235816527,0.063575355567243,8.905064627186882e-05,32.0,0.4,3.0,0.00032941420694,2.0,3.0,0.3,64.0,False,,,,,
GRU,11,bayes,0.0878095248280072,0.2772740726584224,0.0003522395165049,32.0,0.4,19.0,0.003,2.0,3.0,0.197117946918605,93.0,False,,,,,
GRU,12,bayes,0.0934381269360737,0.2309472455157298,7.198158592921544e-05,32.0,0.2440733530467955,18.0,0.003,3.0,5.0,0.2868215645410941,45.0,False,,,,,
GRU,13,bayes,0.084231235787379,0.3067255731676183,0.0001168941860356,159.0,0.4,18.0,0.0029723665957252,1.0,6.0,0.1503436326885987,72.0,False,,,,,
GRU,14,bayes,0.0835100132054712,0.3126616747505604,0.0001141425263085,256.0,0.4,21.0,0.0025380479577552,1.0,8.0,0.0,16.0,False,,,,,
GRU,15,bayes,0.08320957628301,0.3151344538006548,9.208195748861835e-05,256.0,0.2566850756439921,3.0,0.001476199157087,3.0,2.0,0.2707315084419827,75.0,False,,,,,
GRU,16,bayes,0.1430776887442376,-0.1776166137114414,3.14840949942327e-06,256.0,0.4,18.0,0.0001,3.0,8.0,0.1052009060507689,45.0,False,,,,,
GRU,17,bayes,0.086950508082906,0.2843443042183953,9.672465893657285e-05,123.0,0.2532460664169597,3.0,0.0020638018180678,3.0,3.0,0.1318236988377444,35.0,False,,,,,
GRU,18,bayes,0.0874119238296817,0.280546571294415,6.562012577362669e-05,256.0,0.2490935725136798,3.0,0.003,2.0,8.0,0.258159400544056,96.0,False,,,,,
GRU,19,bayes,0.0817994572694835,0.3267405930402095,5.8413288352672826e-05,256.0,0.4,28.0,0.0017493670177969,3.0,4.0,0.3,94.0,False,,,,,
GRU,20,bayes,0.0783070592776152,0.3554851578498091,0.0001290727799027,32.0,0.4,40.0,0.0008123054711142,3.0,4.0,0.2327836601459311,66.0,False,,,,,
GRU,21,bayes,0.1407610011179692,-0.1585488620485664,8.865636260297754e-05,256.0,0.0,3.0,0.0013023091910626,1.0,4.0,0.2012823297384784,18.0,False,,,,,
GRU,22,bayes,0.077400479656259,0.3629468608807396,0.0001420685557246,256.0,0.4,32.0,0.0007880441597875,2.0,8.0,0.0444638212526204,54.0,False,,,,,
GRU,23,bayes,0.0813693633594867,0.3302805281503836,0.0001286976221046,32.0,0.2722824926822059,10.0,0.000945837650263,1.0,7.0,0.2622414362272242,24.0,False,,,,,
GRU,24,bayes,0.0815620769652192,0.3286943776765351,0.0001210535201546,32.0,0.4,24.0,0.00130463767868,2.0,4.0,0.100952168478489,85.0,False,,,,,
GRU,25,bayes,0.0833946694380722,0.3136110242820583,9.438774248360807e-05,148.0,0.3998588681507742,9.0,0.0009858322937589,2.0,4.0,0.000141854508552,58.0,False,,,,,
GRU,26,bayes,0.0820655806269803,0.3245502355509635,0.0001790965253461,252.0,0.3033825756146242,22.0,0.0007868203657694,1.0,4.0,0.1153841879229258,92.0,False,,,,,
GRU,27,bayes,0.0848747332816196,0.3014291964456395,0.0001259331194582,218.0,0.1317256145056798,40.0,0.003,2.0,3.0,0.2536833983585195,82.0,False,,,,,
GRU,28,bayes,0.1714533086340325,-0.4111652661943337,0.0007136470032175,115.0,0.0025474459439205,28.0,0.0001030654774433,3.0,3.0,0.1714014386843619,30.0,False,,,,,
GRU,29,bayes,0.0762626693560278,0.3723117333815761,0.0001510242246226,256.0,0.2748170634914613,40.0,0.0014922935083666,3.0,8.0,0.3,16.0,False,,,,,
GRU,30,bayes,0.0787655854647195,0.351711207763706,6.303681038214255e-05,52.0,0.1924382398305979,38.0,0.001150239776837,1.0,7.0,0.2425371699100021,80.0,False,,,,,
GRU,31,bayes,0.075698897608953,0.3769519185951019,0.000148682669592,148.0,0.3034862270798668,39.0,0.0009847401302642,3.0,8.0,0.2410351638669657,95.0,False,,,,,
GRU,32,bayes,0.0801962711999076,0.3399357918652205,0.0001261200793272,32.0,0.2376267731909822,38.0,0.0005686081403709,1.0,4.0,0.0688716242115114,68.0,False,,,,,
GRU,33,bayes,0.082199083409107,0.3234514262565936,9.69011464955951e-05,32.0,0.1265379510165244,38.0,0.0008854823400608,1.0,3.0,0.1561637862999479,88.0,False,,,,,
GRU,34,bayes,0.0778118883730032,0.3595607163035106,0.0001650630379019,151.0,0.2149447120685607,39.0,0.0008768295262972,3.0,7.0,0.223546390444188,54.0,False,,,,,
GRU,35,bayes,0.0878150493706454,0.2772286023041623,7.875678245555228e-05,60.0,0.0846437993926559,38.0,0.0029665425176512,3.0,3.0,0.2555030705761986,19.0,False,,,,,
LSTM,1,random,0.0872913736144001,0.2815387730663897,0.0001723037840267,48.0,0.1079146855055481,3.0,0.0022297217157477,2.0,3.0,0.0122920571808584,84.0,False,,,,,
LSTM,2,random,0.0746788358200437,0.3853476490557689,0.0001181935571676,168.0,0.2917986243935994,24.0,0.0016036685991738,2.0,8.0,0.1630874974396268,81.0,False,,,,,
LSTM,3,random,0.0820153759289917,0.3249634508255221,0.0001805726112866,204.0,0.3429617106350278,30.0,0.0018837355453819,1.0,7.0,0.0100756725916393,70.0,False,,,,,
LSTM,4,random,0.1561709712556264,-0.2853823118350069,0.0003581410248196,153.0,0.1198847562149539,18.0,0.0001526094648129,1.0,2.0,0.1268061663592975,30.0,False,,,,,
LSTM,5,random,0.0801542416950491,0.3402817203158534,0.0003259309281603,203.0,0.2588758046297,17.0,0.0028106885617398,3.0,5.0,0.1846155334443761,16.0,False,,,,,
LSTM,6,bayes,0.0774538308317716,0.3625077481777309,0.0001223802012243,54.0,0.0255727613622422,37.0,0.0008259704473115,2.0,8.0,0.3,26.0,False,,,,,
LSTM,7,bayes,0.0778761302551374,0.3590319664448756,5.752679146225904e-05,138.0,0.2280897981615126,39.0,0.0013118082319728,2.0,2.0,0.291211204004171,22.0,False,,,,,
LSTM,8,bayes,0.0733720385577699,0.3961033872866063,0.0001484338536307,100.0,0.3489452342017689,23.0,0.0018681214949668,3.0,8.0,0.2965913939737488,42.0,False,,,,,
LSTM,9,bayes,0.0933555558294814,0.2316268560670957,0.0001017710080446,206.0,0.0596668482290648,4.0,0.0009039797629428,3.0,8.0,0.0022669191896267,36.0,False,,,,,
LSTM,10,bayes,0.0738435641611077,0.392222444079077,0.0002509674337254,64.0,0.1345260549214083,36.0,0.0027438347685809,1.0,8.0,0.280251204672059,94.0,False,,,,,
LSTM,11,bayes,0.083950775360729,0.3090339334773933,0.0002588080877273,176.0,0.2945794528118329,4.0,0.0013925503729482,1.0,8.0,0.2799877867334698,42.0,False,,,,,
LSTM,12,bayes,0.0801433431131786,0.34037142228958,0.0001686391000495,252.0,0.0309385258266435,40.0,0.0016745498180697,3.0,8.0,0.2809099934309846,72.0,False,,,,,
LSTM,13,bayes,0.0803187908021203,0.3389273808380555,0.0001538503188694,34.0,0.0592545671981143,23.0,0.0010007182216958,3.0,8.0,0.3,88.0,False,,,,,
LSTM,14,bayes,0.076831920048618,0.3676264531059128,0.0001444688326463,60.0,0.3475760695165189,40.0,0.0028125054253749,2.0,5.0,0.0475242678628839,68.0,False,,,,,
LSTM,15,bayes,0.0836849202494482,0.31122208313673,0.0002562516725638,40.0,0.3539850469560318,36.0,0.0013790932283274,1.0,8.0,0.290063773385087,20.0,False,,,,,
LSTM,16,bayes,0.0787364211736035,0.3519512476612377,0.0002293268675187,219.0,0.2640852366881717,38.0,0.0029892701085976,1.0,4.0,0.280536050009199,62.0,False,,,,,
LSTM,17,bayes,0.0776592815080477,0.3608167638474379,0.0001295045533909,212.0,0.1269183180440888,4.0,0.0029127127190873,3.0,4.0,0.2805350506433418,71.0,False,,,,,
LSTM,18,bayes,0.081172106976663,0.3319040684494516,0.0001827297736338,132.0,0.169813558343961,40.0,0.0005645040442788,1.0,2.0,0.2957751965642984,58.0,False,,,,,
LSTM,19,bayes,0.0960676048516673,0.209305039061545,0.0001429570937277,234.0,0.2709338964510105,6.0,0.0004674549345718,3.0,5.0,0.2995364557623062,29.0,False,,,,,
LSTM,20,bayes,0.0855735824753794,0.2956772414883469,0.0002864854819998,52.0,0.0782325832393148,40.0,0.0007086614704697,1.0,3.0,0.0011687366078952,60.0,False,,,,,
LSTM,21,bayes,0.0825049947500178,0.320933589404873,0.0001276233178612,198.0,0.251152032343125,39.0,0.0029862686393796,2.0,8.0,0.026579669406637,73.0,False,,,,,
LSTM,22,bayes,0.0749040994606898,0.3834935919486243,0.0001374533413961,106.0,0.2997345780217006,39.0,0.0022522369148436,2.0,2.0,0.2941325783047141,87.0,False,,,,,
LSTM,23,bayes,0.0734872548966384,0.3951550865696088,0.0001941685646139,115.0,0.0843638138545627,39.0,0.0029875987901695,2.0,5.0,0.2873465723111324,39.0,False,,,,,
LSTM,24,bayes,0.0771110832214255,0.3653287699862039,0.0001620415277325,152.0,0.1447098686410725,4.0,0.0029546549813258,3.0,6.0,0.2677651024246435,92.0,False,,,,,
LSTM,25,bayes,0.0765312852051076,0.3701008611669156,0.0001461203300211,247.0,0.3783653543219699,39.0,0.0022448689212573,3.0,6.0,0.2808692610124723,36.0,False,,,,,
LSTM,26,bayes,0.0900765327973749,0.2586152148618321,0.0001732472773021,101.0,0.0426511949962907,40.0,0.0003909856789751,1.0,7.0,0.0193960376718767,77.0,False,,,,,
LSTM,27,bayes,0.1168314782212278,0.0384057013688283,0.0003691011665692,32.0,0.0,26.0,0.003,3.0,3.0,0.3,16.0,False,,,,,
LSTM,28,bayes,0.0843714637392963,0.3055714116254938,0.0001591818620213,142.0,0.4,13.0,0.003,1.0,2.0,0.3,94.0,False,,,,,
LSTM,29,bayes,0.1350599307161304,-0.1116255766637632,0.0001023122697756,125.0,0.0,32.0,0.0001,2.0,2.0,0.3,26.0,False,,,,,
LSTM,30,bayes,0.076324290559305,0.3718045533077784,0.000117852319385,73.0,0.0499381158510465,8.0,0.0013118749994027,3.0,8.0,0.3,53.0,False,,,,,
LSTM,31,bayes,0.0904965621067651,0.2551581175510995,9.056187149828348e-05,32.0,0.217194552459605,8.0,0.0001,3.0,8.0,0.2281226032822979,55.0,False,,,,,
LSTM,32,bayes,0.0796186534074482,0.3446899384742803,0.0001628591394436,256.0,0.4,22.0,0.0011536238070471,2.0,7.0,0.0,68.0,False,,,,,
LSTM,33,bayes,0.0860173894446071,0.2920244395397657,0.0002012317769211,50.0,0.4,7.0,0.003,1.0,3.0,0.0,70.0,False,,,,,
LSTM,34,bayes,0.1589327410808341,-0.3081133613645057,0.0002572906300192,32.0,0.4,3.0,0.0001,1.0,5.0,0.3,65.0,False,,,,,
LSTM,35,bayes,0.0715822748688634,0.4108342336762302,0.0001761513851789,256.0,0.1917598438696884,40.0,0.0019652353191132,2.0,2.0,0.3,96.0,True,,,,,
XGBoost,1,random,0.1186916112325078,0.0230956725514616,0.002518384018167,,,,0.0904680070645805,,,,,False,0.7049582906585586,4.0,128.0,0.7122920571808584,
XGBoost,2,random,0.11928971679407,0.0181728991111667,0.0027119461100966,,,,0.1869133365916582,,,,,False,0.9188489682951996,5.0,27.0,0.8819907327301539,
XGBoost,3,random,0.1434702679723901,-0.1808477801171055,0.0036921135794005,,,,0.1902608635681652,,,,,False,0.7008215500510444,4.0,95.0,0.9447560662364596,
XGBoost,4,random,0.1072804212437041,0.1170167236320002,0.0022391656792243,,,,0.0550378362958196,,,,,False,0.7526966861807677,6.0,60.0,0.9188966339289832,
XGBoost,5,random,0.0990591896149365,0.1846824724722193,0.0018060319852985,,,,0.1312191830373637,,,,,False,0.8268061663592975,6.0,14.0,0.7899135671612154,
XGBoost,6,bayes,0.0774835258070607,0.3622633404258931,0.000473211025025,,,,0.0563036462891611,,,,,False,0.8722922537832354,1.0,41.0,0.7,
XGBoost,7,bayes,0.139767004483765,-0.1503676637032069,6.405485327835159e-07,,,,0.05,,,,,False,1.0,1.0,1.0,0.7,
XGBoost,8,bayes,0.0736628550547517,0.3937097902038404,0.0006451885946956,,,,0.05,,,,,False,0.8396228558037854,1.0,79.0,0.8334415070822978,
XGBoost,9,bayes,0.1239590133704351,-0.0202582586111441,0.0029334470722659,,,,0.05,,,,,False,0.8690642004010923,6.0,146.0,1.0,
XGBoost,10,bayes,0.0715030923037708,0.4114859544650382,0.0006329002194898,,,,0.0782536443292421,,,,,False,0.8324919297369144,1.0,99.0,0.828566655347883,
XGBoost,11,bayes,0.0810520100564913,0.3328925393262955,0.0003675732558885,,,,0.1009942457634105,,,,,False,0.8056512231278031,1.0,17.0,0.7,
XGBoost,12,bayes,0.1158391937160214,0.0465728078486382,0.0028115013774237,,,,0.1748405501616665,,,,,False,0.8386384112636021,2.0,142.0,0.7568766496988549,
XGBoost,13,bayes,0.0768955824257866,0.3671024729264717,0.0007978481225103,,,,0.1928508842699228,,,,,False,0.8699979399376834,1.0,110.0,0.9652074003190064,
XGBoost,14,bayes,0.0775262828374329,0.3619114239967055,0.0008171023983693,,,,0.1605820712001467,,,,,False,0.7731301408890423,1.0,150.0,1.0,
XGBoost,15,bayes,0.0782457653013981,0.3559896446453896,0.0007800068298688,,,,0.1931497778486446,,,,,False,0.7,1.0,150.0,0.7,
XGBoost,16,bayes,0.1442768703110542,-0.1874866091547151,0.0039830738576855,,,,0.1689420980503038,,,,,False,1.0,3.0,150.0,0.7,
XGBoost,17,bayes,0.0711895947899794,0.4140662301449029,0.0006268661127075,,,,0.0537778760437594,,,,,True,0.8482170133231239,1.0,150.0,0.7,
XGBoost,18,bayes,0.121330238398746,0.0013781621861174,0.0001124511015151,,,,0.1673967861653132,,,,,False,1.0,6.0,1.0,0.7,
XGBoost,19,bayes,0.1312429951178371,-0.0802098694807107,6.902165642651439e-06,,,,0.1441337709063388,,,,,False,0.7,1.0,1.0,1.0,
XGBoost,20,bayes,0.1289008865072136,-0.060932887617261,0.0029975604253469,,,,0.0793111140829911,,,,,False,1.0,5.0,150.0,0.7,
XGBoost,21,bayes,0.0754659388770108,0.3788693109953573,0.0007123016011512,,,,0.1424165357606595,,,,,False,0.7806476421038392,1.0,150.0,0.7,
XGBoost,22,bayes,0.1218671362899807,-0.0030408348086892,6.516078701649338e-05,,,,0.163104295376941,,,,,False,0.7,6.0,1.0,0.7,
XGBoost,23,bayes,0.0897630023531324,0.2611957615793872,0.001482709283958,,,,0.073499967033851,,,,,False,0.7,2.0,150.0,0.7,
XGBoost,24,bayes,0.1296138242961799,-0.0668008003030067,0.0029897166916395,,,,0.0870612768160589,,,,,False,0.7,6.0,150.0,0.7464490996880325,
XGBoost,25,bayes,0.0732055055839825,0.3974740551970545,0.0006971414407456,,,,0.0943869561260918,,,,,False,0.830213783080206,1.0,150.0,1.0,
XGBoost,26,bayes,0.0783134272685151,0.3554327454020995,0.0008468677081435,,,,0.1800438480352039,,,,,False,0.9527819261823044,1.0,150.0,0.936279457020286,
XGBoost,27,bayes,0.071190139980086,0.4140617428979206,0.0006302451447768,,,,0.0515724385905418,,,,,False,0.9359240731119688,1.0,150.0,0.7,
XGBoost,28,bayes,0.0835153322223085,0.3126178959989526,0.0012693551404732,,,,0.0714653428461779,,,,,False,0.7758054310577094,2.0,99.0,0.8278707126904745,
XGBoost,29,bayes,0.0725100685736466,0.4031979258043392,0.0006558658521319,,,,0.05,,,,,False,0.729970169944912,1.0,100.0,0.7,
XGBoost,30,bayes,0.0768463070331894,0.3675080394510571,0.0008511527217946,,,,0.05,,,,,False,0.823763131322897,2.0,39.0,0.7,
XGBoost,31,bayes,0.0735969992119565,0.3942518239427569,0.0006733975315525,,,,0.2,,,,,False,0.9919852564777508,1.0,29.0,0.942009998283906,
XGBoost,32,bayes,0.074036214684903,0.390636812808033,0.0006661826541362,,,,0.2,,,,,False,0.8709958975910413,1.0,61.0,0.8139145413503899,
XGBoost,33,bayes,0.0714737250773758,0.4117276646436478,0.0006384709772862,,,,0.05,,,,,False,1.0,1.0,135.0,0.7,
XGBoost,34,bayes,0.0798197831444246,0.3430345181089275,0.0011040461887556,,,,0.05,,,,,False,0.935111514580321,2.0,63.0,0.9633780373096444,
XGBoost,35,bayes,0.0857717783144253,0.2940459688917777,0.0013552781514295,,,,0.2,,,,,False,0.721424912464474,2.0,24.0,0.7924497338629879,
XGBoost,36,bayes,0.1069952896346458,0.1193635306210448,0.0023049881020149,,,,0.2,,,,,False,0.7215879615848413,2.0,82.0,0.8840938563133831,
XGBoost,37,bayes,0.0932342340498494,0.2326254082841018,0.001707596851346,,,,0.2,,,,,False,0.9426802931287164,2.0,50.0,0.9605196322251452,
XGBoost,38,bayes,0.0750122497565615,0.3826034490737007,0.0006096033040403,,,,0.05,,,,,False,0.9753637162465876,1.0,65.0,0.9636399500361006,
XGBoost,39,bayes,0.0716930992337342,0.4099220815830465,0.0006448358368658,,,,0.05,,,,,False,0.9638810198280214,1.0,122.0,0.7,
XGBoost,40,bayes,0.0847697162409287,0.3022935507200612,0.0002770773626932,,,,0.05,,,,,False,0.8817411037795232,1.0,28.0,0.7187211172523903,
XGBoost,41,bayes,0.0903436450473805,0.256416718184305,0.0012550477037624,,,,0.05,,,,,False,1.0,6.0,22.0,0.7,
XGBoost,42,bayes,0.1196716053180437,0.0150297237190828,0.002790575773268,,,,0.05,,,,,False,0.8741403553603079,6.0,107.0,0.937396612477008,
XGBoost,43,bayes,0.0731112611123596,0.3982497446599443,0.0006417854565893,,,,0.1198267661395811,,,,,False,0.974567564753532,1.0,37.0,0.7,
XGBoost,44,bayes,0.0812137184543413,0.331561580617386,0.0011544373503957,,,,0.05,,,,,False,0.9669096817047088,2.0,121.0,0.7432697706221963,
XGBoost,45,bayes,0.0849867346945527,0.3005073565292502,0.0011676251390272,,,,0.05,,,,,False,0.984674829627364,3.0,47.0,0.8261116260464376,
XGBoost,46,bayes,0.0759309683764412,0.3750418346837003,0.0007356517187635,,,,0.1953229440584975,,,,,False,0.762253115680685,1.0,87.0,0.9383990536747974,
XGBoost,47,bayes,0.0821640170240038,0.3237400439861837,0.0008504426477164,,,,0.0510257382088463,,,,,False,0.9108819822608822,3.0,24.0,0.9281642950984864,
XGBoost,48,bayes,0.0715285275082488,0.4112766072241844,0.0006236755115449,,,,0.099942783831076,,,,,False,0.7044724720186452,1.0,71.0,0.7756545655468818,
XGBoost,49,bayes,0.0998821683443762,0.1779088557537399,0.0017703958143631,,,,0.0502165298676915,,,,,False,0.9498360877391412,4.0,90.0,0.7103875659323661,
XGBoost,50,bayes,0.073370012413676,0.3961200636878519,0.0006704523513229,,,,0.1096435982770623,,,,,False,0.7863647088741009,1.0,129.0,0.7662884483187711,
XGBoost,51,bayes,0.1391271580513262,-0.1451013374459326,0.003581706080121,,,,0.1975985086928367,,,,,False,0.9526279993793204,6.0,49.0,0.7901871718838858,
XGBoost,52,bayes,0.1296523661696547,-0.0671180234209212,3.0334761774296507e-05,,,,0.0502759898974383,,,,,False,0.9208157963532292,5.0,2.0,0.9188250011455364,
XGBoost,53,bayes,0.0720845912374156,0.4066998636976674,0.0006611344857392,,,,0.1145066562787479,,,,,False,0.8241246703355392,1.0,54.0,0.9642855205430464,
XGBoost,54,bayes,0.0796624109877645,0.3443297869090115,0.0011008127887261,,,,0.0912843569097925,,,,,False,0.9840704058745716,2.0,26.0,0.9738117941393744,
XGBoost,55,bayes,0.0888771951721504,0.2684864947609515,0.0014346700788295,,,,0.0509026154993555,,,,,False,0.8711791997481839,5.0,38.0,0.7404720329854537,
Tree,1,random,0.1904472862328394,-0.5674972825774176,0.0087063013063796,,,,,,,,,False,,7.0,129.0,,6.0
Tree,2,random,0.1551656233948448,-0.2771076859740029,0.0047484012407906,,,,,,,,,False,,4.0,44.0,,1.0
Tree,3,random,0.0924966847556899,0.2386958886633734,0.00018824139931,,,,,,,,,True,,1.0,15.0,,2.0
Tree,4,random,0.1845267002514262,-0.5187672501327187,0.008321884718555,,,,,,,,,False,,7.0,123.0,,10.0
Tree,5,random,0.1888909568852191,-0.5546877431429325,0.0083376649039814,,,,,,,,,False,,7.0,78.0,,10.0
Tree,6,bayes,0.1752260424147105,-0.4422171654682916,0.0178717680441393,,,,,,,,,False,,10.0,147.0,,10.0
Tree,7,bayes,0.1008488658855153,0.1699523455887318,0.0003298087197976,,,,,,,,,False,,1.0,16.0,,2.0
Tree,8,bayes,0.1035134615448617,0.1480210986919575,0.0030992416140628,,,,,,,,,False,,2.0,149.0,,10.0
Tree,9,bayes,0.0999690375114418,0.1771938695441253,0.0003200020246708,,,,,,,,,False,,1.0,146.0,,10.0
Tree,10,bayes,0.101151828405919,0.1674587793276984,0.0027753528713277,,,,,,,,,False,,2.0,7.0,,1.0
Tree,11,bayes,0.0999322472518401,0.1774966758118948,0.000317839015752,,,,,,,,,False,,1.0,149.0,,10.0
Tree,12,bayes,0.1445135893045604,-0.1894349508002972,0.0107882992596783,,,,,,,,,False,,4.0,45.0,,5.0
Tree,13,bayes,0.1020410655965201,0.1601398150756696,0.0003258900922173,,,,,,,,,False,,1.0,6.0,,1.0
Tree,14,bayes,0.1017120645129934,0.1628476945870774,0.0027528362290889,,,,,,,,,False,,2.0,6.0,,10.0
Tree,15,bayes,0.1036572866513634,0.1468373303743972,0.0031288634347548,,,,,,,,,False,,2.0,145.0,,1.0
Tree,16,bayes,0.0999576135211114,0.1772878959498216,0.0003197851514947,,,,,,,,,False,,1.0,145.0,,10.0
Tree,17,bayes,0.1375352238858905,-0.1319987486523504,0.0079419380310387,,,,,,,,,False,,3.0,145.0,,10.0
Tree,18,bayes,0.1535248236283658,-0.263602903490177,0.0145691528526351,,,,,,,,,False,,5.0,150.0,,10.0
Tree,19,bayes,0.186819441626933,-0.5376379095516506,0.0153828161031727,,,,,,,,,False,,9.0,6.0,,1.0
Tree,20,bayes,0.160398617828706,-0.3201784207535563,0.0144461222605278,,,,,,,,,False,,7.0,21.0,,9.0
Tree,21,bayes,0.1000328615685155,0.1766685586404885,0.0003186578175159,,,,,,,,,False,,1.0,75.0,,10.0
Tree,22,bayes,0.1785275790651398,-0.4693908250685163,0.0210803336326048,,,,,,,,,False,,6.0,5.0,,1.0
Tree,23,bayes,0.102155103539635,0.1592012132741992,0.0003263916647877,,,,,,,,,False,,1.0,7.0,,1.0
Tree,24,bayes,0.0999408313991335,0.1774260230458623,0.0003177875654844,,,,,,,,,False,,1.0,148.0,,1.0
Tree,25,bayes,0.1401691702035857,-0.1536777327802427,0.0083104967820059,,,,,,,,,False,,3.0,5.0,,10.0
Tree,26,bayes,0.1022767576550375,0.1581999257311745,0.0027415300889493,,,,,,,,,False,,2.0,8.0,,1.0
Tree,27,bayes,0.1036796394564986,0.1466533531594913,0.0030725984629545,,,,,,,,,False,,2.0,82.0,,10.0
Tree,28,bayes,0.2045826252459744,-0.6838397410586092,0.020645356094654,,,,,,,,,False,,10.0,5.0,,2.0
Tree,29,bayes,0.1001280139129933,0.1758853968304672,0.0003199504976338,,,,,,,,,False,,1.0,78.0,,1.0
Tree,30,bayes,0.1697514871165307,-0.397158237494253,0.0165595318063419,,,,,,,,,False,,8.0,150.0,,9.0
Tree,31,bayes,0.102155103539635,0.1592012132741992,0.0003263916647877,,,,,,,,,False,,1.0,7.0,,7.0
Tree,32,bayes,0.1554643503823622,-0.2795663912169523,0.0139580657317288,,,,,,,,,False,,4.0,150.0,,8.0
Tree,33,bayes,0.1590105738246037,-0.3087539723008325,0.01455741439583,,,,,,,,,False,,5.0,5.0,,8.0
Tree,34,bayes,0.1035818047386266,0.147458592538007,0.0030589520347661,,,,,,,,,False,,2.0,76.0,,1.0
Tree,35,bayes,0.1949452207335702,-0.6045180259367473,0.0207613339963909,,,,,,,,,False,,8.0,5.0,,1.0
Tree,36,bayes,0.100891392343462,0.1696023269111873,0.0003378358794385,,,,,,,,,False,,1.0,21.0,,10.0
Tree,37,bayes,0.0999316728252707,0.1775014036927922,0.0003187749161166,,,,,,,,,False,,1.0,138.0,,1.0
Tree,38,bayes,0.1709285101104652,-0.4068458543724884,0.016201149289716,,,,,,,,,False,,9.0,150.0,,8.0
Tree,39,bayes,0.1580860981392232,-0.3011449737516427,0.0141381426223536,,,,,,,,,False,,6.0,150.0,,8.0
Tree,40,bayes,0.1000794672281071,0.1762849656462927,0.0003179447714571,,,,,,,,,False,,1.0,103.0,,2.0
Tree,41,bayes,0.1028149136128374,0.1537705740814861,0.0029512818341148,,,,,,,,,False,,2.0,45.0,,10.0
Tree,42,bayes,0.0999738225892398,0.1771544854363561,0.0003148261297579,,,,,,,,,False,,1.0,53.0,,10.0
Tree,43,bayes,0.1367241846958792,-0.1253234016229774,0.0076818708859499,,,,,,,,,False,,3.0,75.0,,1.0
Tree,44,bayes,0.1037166225392229,0.1463489598398575,0.0031160754991682,,,,,,,,,False,,2.0,113.0,,1.0
Tree,45,bayes,0.1035292386979026,0.1478912431030036,0.0031017406568291,,,,,,,,,False,,2.0,150.0,,9.0
Tree,46,bayes,0.1000794672281071,0.1762849656462928,0.0003179447714571,,,,,,,,,False,,1.0,103.0,,10.0
Tree,47,bayes,0.1629692702419171,-0.3413364574568627,0.0154296587618435,,,,,,,,,False,,4.0,5.0,,8.0
Tree,48,bayes,0.1444269120448279,-0.1887215441050405,0.0116539249005305,,,,,,,,,False,,5.0,80.0,,1.0
Tree,49,bayes,0.0999245101435667,0.1775603569303471,0.0003171348600722,,,,,,,,,False,,1.0,45.0,,1.0
Tree,50,bayes,0.1026542179116904,0.1550931976790824,0.0029294592273545,,,,,,,,,False,,2.0,41.0,,1.0
Tree,51,bayes,0.1572758221823655,-0.2944759085964712,0.0139473975144755,,,,,,,,,False,,6.0,83.0,,10.0
Tree,52,bayes,0.101949383055277,0.16089441828951,0.0028459749876439,,,,,,,,,False,,2.0,5.0,,4.0
Tree,53,bayes,0.1692909294060578,-0.3933675667321934,0.0157992791125561,,,,,,,,,False,,9.0,81.0,,10.0
Tree,54,bayes,0.1001288068659519,0.1758788703441497,0.0003188476492924,,,,,,,,,False,,1.0,114.0,,1.0
Tree,55,bayes,0.1037166225392229,0.1463489598398575,0.0031160754991682,,,,,,,,,False,,2.0,113.0,,10.0
